RecordID,DateID,WarehouseID,EquipmentID,MaintenanceID,UptimeHours,DowntimeHours,PackagesProcessed,EnergyUsed_kWH,ThroughputRate,MaintenanceCost
396,20231102,94,81,822,23.61,0.39,6799,96.83,287.97,25.7
397,20200131,61,78,733,21.67,2.33,6587,80.73,303.97,153.53
398,20200325,45,46,677,23.59,0.41,8468,99.13,358.97,27.02
399,20210421,49,50,922,22.48,1.52,7912,125.31,351.96,100.15
400,20230930,92,20,478,19.0,5.0,3952,69.34,208.0,329.46
401,20210823,54,18,425,18.46,5.54,5427,110.05,293.99,365.04
402,20161003,63,80,968,19.43,4.57,5829,79.96,300.0,301.12
403,20161222,38,19,859,20.57,3.43,3435,91.94,166.99,226.01
404,20170104,41,95,866,17.11,6.89,4585,80.94,267.97,453.99
405,20211217,83,49,71,18.02,5.98,2991,69.39,165.98,394.03
406,20150322,49,81,222,23.25,0.75,6882,117.89,296.0,49.42
407,20170120,53,85,332,17.21,6.79,5300,79.47,307.96,447.4
408,20220101,15,84,868,16.41,7.59,3938,67.93,239.98,500.12
409,20170225,8,87,374,18.14,5.86,4371,80.79,240.96,386.12
410,20200912,61,4,170,23.12,0.88,8808,77.6,380.97,57.98
411,20181109,33,98,106,16.75,7.25,3115,88.61,185.97,477.71
412,20220412,76,17,796,18.79,5.21,4584,65.71,243.96,343.29
413,20190108,9,89,166,20.92,3.08,3200,79.03,152.96,202.95
414,20170725,14,99,211,20.54,3.46,7045,84.02,342.99,227.98
415,20220629,58,97,788,18.23,5.77,5341,93.61,292.98,380.19
416,20170821,17,16,66,23.34,0.66,7538,81.67,322.96,43.49
417,20200430,3,71,627,18.33,5.67,6323,108.43,344.95,373.6
418,20200125,89,10,814,21.9,2.1,7467,100.09,340.96,138.37
419,20230314,75,26,267,22.76,1.24,7829,88.99,343.98,81.71
420,20190501,1,62,415,22.34,1.66,5741,91.31,256.98,109.38
421,20170403,75,95,574,23.4,0.6,6201,136.42,265.0,39.53
422,20230410,51,63,493,17.23,6.77,6306,98.48,365.99,446.08
423,20190822,15,68,206,23.22,0.78,8753,132.69,376.96,51.4
424,20230905,90,35,797,19.59,4.41,3251,89.5,165.95,290.58
425,20181124,18,97,886,19.13,4.87,5585,98.01,291.95,320.89
426,20150619,58,28,354,23.05,0.95,9035,72.22,391.97,62.6
427,20210309,14,63,168,22.07,1.93,6334,71.57,287.0,127.17
428,20210601,36,94,339,21.3,2.7,7497,104.37,351.97,177.91
429,20221218,65,48,61,23.75,0.25,7101,141.91,298.99,16.47
430,20160320,32,91,320,19.96,4.04,4151,116.57,207.97,266.2
431,20180419,62,57,841,18.58,5.42,5796,71.41,311.95,357.13
432,20220620,68,79,156,23.88,0.12,8716,82.56,364.99,7.91
433,20190203,48,24,693,19.5,4.5,6064,81.91,310.97,296.51
434,20200416,1,24,760,19.57,4.43,5968,71.03,304.96,291.9
435,20160518,59,14,850,18.66,5.34,3918,59.32,209.97,351.86
436,20250504,9,35,694,16.21,7.79,4538,91.22,279.95,513.29
437,20150118,8,48,941,17.49,6.51,6331,60.22,361.98,428.95
438,20190608,52,2,498,20.46,3.54,4132,74.18,201.96,233.26
439,20240413,74,31,420,17.25,6.75,5019,92.62,290.96,444.77
440,20210707,12,72,468,21.6,2.4,3348,96.79,155.0,158.14
441,20150526,90,31,695,22.22,1.78,4777,127.83,214.99,117.29
442,20180503,75,42,787,20.02,3.98,3003,105.36,150.0,262.25
443,20180812,47,69,577,18.62,5.38,2848,85.38,152.95,354.5
444,20161007,94,50,592,18.89,5.11,7045,60.72,372.95,336.7
445,20200225,87,98,820,16.03,7.97,3847,94.6,239.99,525.15
446,20171222,6,77,908,17.07,6.93,5155,60.05,301.99,456.63
447,20210901,71,70,432,18.44,5.56,7339,71.32,397.99,366.36
448,20230619,31,92,903,20.11,3.89,7078,63.97,351.96,256.32
449,20160909,59,4,886,18.7,5.3,5273,90.07,281.98,349.22
450,20190211,14,84,82,16.9,7.1,4613,94.0,272.96,467.83
451,20200301,35,53,507,19.79,4.21,4848,87.73,244.97,277.4
452,20190513,71,78,463,16.3,7.7,4140,77.17,253.99,507.36
453,20200124,78,60,7,16.85,7.15,2712,90.82,160.95,471.12
454,20151025,92,92,669,17.71,6.29,2780,78.24,156.97,414.46
455,20170118,61,94,59,16.51,7.49,6059,93.08,366.99,493.53
456,20200224,60,67,635,19.84,4.16,6011,96.12,302.97,274.11
457,20160117,89,11,42,20.55,3.45,3575,107.87,173.97,227.33
458,20180803,91,26,480,23.1,0.9,8708,104.54,376.97,59.3
459,20180213,85,32,346,19.28,4.72,6535,86.43,338.95,311.01
460,20161113,64,8,781,16.86,7.14,6659,95.56,394.96,470.46
461,20190517,93,32,8,19.67,4.33,4130,73.21,209.96,285.31
462,20250212,100,99,525,18.54,5.46,4375,60.21,235.98,359.77
463,20210607,20,73,173,23.21,0.79,9005,117.9,387.98,52.05
464,20250925,90,23,587,17.66,6.34,3108,99.35,175.99,417.75
465,20170718,1,20,820,23.97,0.03,4170,138.68,173.97,1.98
466,20211030,60,64,515,17.43,6.57,4514,79.45,258.98,432.91
467,20190829,44,55,89,23.62,0.38,7983,76.93,337.98,25.04
468,20170626,12,70,635,17.43,6.57,5507,54.35,315.95,432.91
469,20240219,77,82,38,22.29,1.71,8514,128.63,381.97,112.67
470,20190930,95,40,433,22.61,1.39,6330,78.19,279.96,91.59
471,20230412,6,28,523,21.84,2.16,7906,103.29,362.0,142.33
472,20161231,100,37,991,22.45,1.55,3996,127.03,178.0,102.13
473,20230216,21,17,794,23.65,0.35,8372,127.2,354.0,23.06
474,20220816,10,75,664,17.04,6.96,4089,80.5,239.96,458.6
475,20210221,52,70,364,17.55,6.45,4738,55.82,269.97,425.0
476,20221101,65,80,60,23.24,0.76,7460,90.99,321.0,50.08
477,20230114,52,47,847,19.98,4.02,6293,104.5,314.96,264.88
478,20161019,79,29,819,20.07,3.93,7867,114.31,391.98,258.95
479,20240321,82,83,222,21.79,2.21,5142,120.89,235.98,145.62
480,20250810,37,79,532,20.07,3.93,6823,96.59,339.96,258.95
481,20160709,12,14,1000,19.08,4.92,7040,64.15,368.97,324.19
482,20201120,15,92,497,20.59,3.41,8215,120.61,398.98,224.69
483,20220721,33,45,502,21.16,2.84,4930,80.65,232.99,187.13
484,20150716,74,34,439,18.26,5.74,6062,57.61,331.98,378.22
485,20160307,5,48,17,20.74,3.26,5122,73.06,246.96,214.81
486,20191001,49,57,103,21.47,2.53,5152,107.6,239.96,166.71
487,20190316,5,81,198,18.94,5.06,6307,62.76,333.0,333.41
488,20240914,38,10,415,21.54,2.46,7819,128.01,363.0,162.09
489,20200705,17,58,816,20.57,3.43,6952,121.66,337.97,226.01
490,20210507,12,93,893,18.1,5.9,4452,94.15,245.97,388.76
491,20220418,85,98,287,18.96,5.04,5669,91.81,299.0,332.09
492,20180809,87,85,526,21.1,2.9,3903,121.23,184.98,191.08
493,20211023,65,2,518,22.66,1.34,7047,87.95,310.99,88.29
494,20170816,90,70,877,16.9,7.1,3853,78.29,227.99,467.83
495,20210902,45,82,641,21.63,2.37,4023,87.8,185.99,156.16
496,20160415,6,40,492,20.63,3.37,4022,112.19,194.96,222.05
497,20201105,12,57,598,20.73,3.27,5825,78.06,280.99,215.46
498,20230131,2,17,315,21.46,2.54,6781,72.17,315.98,167.36
499,20180818,76,39,298,17.98,6.02,4584,68.58,254.95,396.67
500,20210618,19,67,479,20.85,3.15,3940,86.53,188.97,207.56
501,20200721,32,46,206,18.52,5.48,7278,97.16,392.98,361.08
502,20221102,56,84,801,17.0,7.0,3332,85.39,196.0,461.24
503,20160608,21,50,36,16.75,7.25,5075,99.03,302.99,477.71
504,20250409,36,31,816,23.28,0.72,8357,108.04,358.98,47.44
505,20180121,7,2,362,18.74,5.26,4216,100.86,224.97,346.59
506,20150127,29,42,630,23.19,0.81,5611,127.69,241.96,53.37
507,20210222,66,77,435,21.98,2.02,6352,73.21,288.99,133.1
508,20171017,67,86,713,17.32,6.68,3048,98.73,175.98,440.15
509,20240511,45,76,734,22.1,1.9,5215,117.98,235.97,125.19
510,20190414,37,35,192,19.77,4.23,5456,90.54,275.97,278.72
511,20250630,78,8,216,16.22,7.78,5725,67.99,352.96,512.63
512,20221205,6,44,90,19.95,4.05,6084,84.62,304.96,266.86
513,20240731,100,33,772,19.02,4.98,3899,104.4,204.99,328.14
514,20191031,61,54,823,16.19,7.81,4112,96.65,253.98,514.61
515,20240418,12,62,748,21.84,2.16,4389,66.7,200.96,142.33
516,20170612,7,67,448,18.4,5.6,7139,100.54,387.99,368.99
517,20180221,7,93,793,22.9,1.1,4305,107.13,187.99,72.48
518,20211005,72,54,103,17.19,6.81,6119,91.46,355.96,448.72
519,20190825,89,36,914,21.9,2.1,8146,96.32,371.96,138.37
520,20160712,37,93,316,23.15,0.85,4305,126.32,185.96,56.01
521,20231225,41,38,197,20.72,3.28,3377,69.25,162.98,216.12
522,20170701,5,62,206,16.29,7.71,4691,72.36,287.97,508.02
523,20190530,82,80,925,18.0,6.0,4230,64.43,235.0,395.35
524,20250526,33,45,36,21.22,2.78,6259,86.79,294.96,183.18
525,20150422,87,66,645,19.32,4.68,4656,88.8,240.99,308.37
526,20151229,96,11,304,20.63,3.37,5198,73.92,251.96,222.05
527,20200808,7,40,50,18.34,5.66,2842,64.13,154.96,372.95
528,20160615,97,4,8,21.71,2.29,3299,78.41,151.96,150.89
529,20150604,91,74,796,19.49,4.51,6782,87.09,347.97,297.17
530,20240906,11,22,94,21.6,2.4,6393,77.17,295.97,158.14
531,20200415,65,84,875,22.67,1.33,7322,121.15,322.98,87.64
532,20210217,65,32,616,21.57,2.43,5219,97.31,241.96,160.12
533,20250322,30,70,111,19.33,4.67,4252,101.32,219.97,307.71
534,20230709,47,16,861,20.71,3.29,7538,112.8,363.98,216.78
535,20160126,77,92,864,16.65,7.35,4245,77.31,254.95,484.3
536,20160924,96,39,18,16.27,7.73,2912,64.89,178.98,509.34
537,20191008,81,65,585,18.98,5.02,3283,96.33,172.97,330.77
538,20190211,54,4,592,23.62,0.38,6495,117.01,274.98,25.04
539,20150107,89,85,665,20.86,3.14,4839,102.68,231.98,206.9
540,20180719,6,51,292,16.42,7.58,4893,75.02,297.99,499.46
541,20220309,10,92,167,22.7,1.3,4199,130.4,184.98,85.66
542,20240516,19,86,401,18.98,5.02,6472,59.46,340.99,330.77
543,20190116,1,89,100,20.03,3.97,6469,98.4,322.97,261.59
544,20220111,27,56,247,21.26,2.74,7972,107.94,374.98,180.54
545,20210311,57,2,795,16.02,7.98,5895,55.55,367.98,525.81
546,20190716,89,17,462,16.54,7.46,4399,63.87,265.96,491.55
547,20210428,95,94,720,19.68,4.32,5293,91.43,268.95,284.65
548,20150422,92,77,743,21.97,2.03,8084,114.22,367.96,133.76
549,20210723,33,65,989,16.23,7.77,2905,87.65,178.99,511.98
550,20190220,33,43,839,19.02,4.98,4165,71.69,218.98,328.14
551,20220426,64,55,902,22.6,1.4,3638,111.15,160.97,92.25
552,20170405,1,67,64,17.68,6.32,3200,99.66,181.0,416.43
553,20250327,75,95,718,17.94,6.06,6117,97.59,340.97,399.3
554,20190422,3,81,642,19.76,4.24,6738,75.51,340.99,279.38
555,20211112,46,15,729,21.92,2.08,4844,99.78,220.99,137.05
556,20181030,10,82,456,17.3,6.7,4152,55.6,240.0,441.47
557,20241127,47,31,555,22.49,1.51,5465,132.41,243.0,99.5
558,20220905,5,40,576,22.73,1.27,8751,101.82,385.0,83.68
559,20201122,37,92,276,19.63,4.37,3219,102.76,163.98,287.95
560,20150503,47,73,128,20.23,3.77,6433,64.52,317.99,248.41
561,20160821,82,38,657,21.56,2.44,4161,122.29,193.0,160.77
562,20250209,19,80,396,18.61,5.39,4503,91.2,241.97,355.15
563,20230622,77,48,526,22.32,1.68,6204,83.57,277.96,110.7
564,20221007,4,8,941,21.81,2.19,7633,80.8,349.98,144.3
565,20200502,43,78,347,20.69,3.31,7903,86.09,381.97,218.1
566,20210823,5,57,455,21.08,2.92,4237,122.4,201.0,192.4
567,20161004,44,17,109,23.43,0.57,6044,127.39,257.96,37.56
568,20190901,29,29,478,17.5,6.5,4235,81.73,242.0,428.29
569,20160705,5,50,813,17.93,6.07,2797,65.23,156.0,399.96
570,20241023,36,66,322,21.21,2.79,6044,111.45,284.96,183.84
571,20220820,42,82,123,18.18,5.82,3745,96.59,206.0,383.49
572,20210625,51,81,785,23.53,0.47,5411,114.1,229.96,30.97
573,20180331,81,44,262,19.86,4.14,5779,102.12,290.99,272.79
574,20160515,5,82,889,20.55,3.45,3226,61.72,156.98,227.33
575,20211121,25,56,759,21.69,2.31,6268,120.89,288.98,152.21
576,20151111,57,29,67,21.26,2.74,7929,78.97,372.95,180.54
577,20160205,25,91,448,18.9,5.1,7181,97.25,379.95,336.05
578,20221217,47,73,302,20.99,3.01,8207,78.44,391.0,198.33
579,20160827,12,73,66,20.94,3.06,3727,74.32,177.98,201.63
580,20150303,47,11,339,23.66,0.34,5086,85.86,214.96,22.4
581,20150909,42,72,3,18.76,5.24,5909,60.75,314.98,345.27
582,20160131,1,61,997,19.12,4.88,3346,60.35,175.0,321.55
583,20150903,37,1,809,21.49,2.51,4491,97.42,208.98,165.39
584,20250310,3,51,892,18.27,5.73,5864,104.08,320.96,377.56
585,20150530,45,58,13,18.69,5.31,3083,100.99,164.95,349.88
586,20211206,14,56,282,19.73,4.27,6412,66.99,324.99,281.36
587,20200901,34,65,46,18.91,5.09,4614,65.93,244.0,335.39
588,20240605,84,17,741,22.92,1.08,7426,75.09,324.0,71.16
589,20220602,55,10,624,20.83,3.17,5665,85.64,271.96,208.88
590,20210204,12,57,432,22.72,1.28,7202,98.66,316.99,84.34
591,20240805,93,37,409,19.84,4.16,6606,108.14,332.96,274.11
592,20220622,86,96,594,22.19,1.81,5991,106.18,269.99,119.26
593,20181122,3,42,8,21.41,2.59,6401,111.67,298.97,170.66
594,20200519,19,65,656,20.49,3.51,7478,67.73,364.96,231.28
595,20210704,7,61,331,22.13,1.87,4934,129.66,222.96,123.22
596,20200613,10,32,119,21.84,2.16,7207,76.93,329.99,142.33
597,20210226,7,22,440,21.52,2.48,3852,99.87,179.0,163.41
598,20210315,80,51,462,16.97,7.03,5107,68.24,300.94,463.22
599,20190823,71,1,774,23.44,0.56,7571,104.85,322.99,36.9
600,20190805,59,56,667,20.6,3.4,3419,118.41,165.97,224.03
601,20201101,86,72,494,17.29,6.71,3959,85.14,228.98,442.13
602,20240122,59,64,667,22.68,1.32,4966,114.18,218.96,86.98
603,20201222,38,30,353,19.08,4.92,4083,78.45,213.99,324.19
604,20190729,42,33,784,16.23,7.77,5258,96.7,323.97,511.98
605,20250111,45,88,649,22.48,1.52,4720,73.32,209.96,100.15
606,20170331,84,8,360,19.78,4.22,6428,72.05,324.97,278.06
607,20160104,76,67,416,17.56,6.44,3283,72.02,186.96,424.34
608,20200123,72,45,591,17.25,6.75,5192,95.95,300.99,444.77
609,20230113,18,38,630,16.8,7.2,3662,90.84,217.98,474.42
610,20220417,96,61,767,16.84,7.16,5119,54.0,303.98,471.78
611,20230102,46,77,115,23.46,0.54,6991,114.13,298.0,35.58
612,20190711,53,59,301,22.78,1.22,4829,68.59,211.98,80.39
613,20200612,45,18,712,16.33,7.67,4213,92.82,257.99,505.39
614,20200807,90,91,659,22.58,1.42,7586,74.44,335.96,93.57
615,20190628,57,81,322,21.99,2.01,5057,118.3,229.97,132.44
616,20250401,12,98,138,16.99,7.01,4026,91.38,236.96,461.9
617,20200823,89,32,391,20.41,3.59,7041,68.68,344.98,236.55
618,20181220,82,19,88,23.63,0.37,6545,137.76,276.98,24.38
619,20240925,91,90,908,21.84,2.16,4368,130.64,200.0,142.33
620,20170916,71,25,821,16.23,7.77,5923,79.39,364.94,511.98
621,20240802,28,50,662,18.15,5.85,4356,76.89,240.0,385.46
622,20170904,19,31,810,21.01,2.99,4559,94.77,216.99,197.02
623,20210606,32,83,86,16.02,7.98,3924,67.76,244.94,525.81
624,20170223,29,84,744,22.59,1.41,3975,130.93,175.96,92.91
625,20191109,32,94,535,17.09,6.91,3554,68.08,207.96,455.31
626,20191018,65,12,906,16.02,7.98,4661,67.47,290.95,525.81
627,20220126,100,71,29,21.01,2.99,5483,90.56,260.97,197.02
628,20160303,99,32,69,19.08,4.92,4159,89.55,217.98,324.19
629,20231104,58,65,760,19.06,4.94,5794,69.85,303.99,325.5
630,20230117,36,78,14,17.91,6.09,4083,68.97,227.97,401.28
631,20210427,94,52,41,23.36,0.64,4812,130.85,205.99,42.17
632,20240425,5,83,248,19.83,4.17,3985,78.4,200.96,274.77
633,20250425,28,38,144,21.22,2.78,7002,121.1,329.97,183.18
634,20160807,14,27,117,22.49,1.51,8793,68.25,390.97,99.5
635,20240121,87,41,48,18.11,5.89,5107,95.99,282.0,388.1
636,20230411,93,45,162,19.9,4.1,5233,84.79,262.96,270.15
637,20171121,75,4,253,19.94,4.06,6679,101.8,334.95,267.52
638,20191017,34,84,569,21.34,2.66,6188,98.36,289.97,175.27
639,20210208,100,1,801,23.61,0.39,6209,135.45,262.98,25.7
640,20230519,85,24,153,23.3,0.7,6360,129.83,272.96,46.12
641,20160524,77,9,677,19.34,4.66,4390,61.38,226.99,307.05
642,20170808,39,16,903,18.88,5.12,6343,111.69,335.96,337.36
643,20230212,94,1,94,18.55,5.45,6715,70.46,361.99,359.11
644,20220628,27,51,387,20.62,3.38,6392,86.33,309.99,222.71
645,20160727,83,21,326,22.55,1.45,4487,124.65,198.98,95.54
646,20210408,82,38,883,21.47,2.53,6483,101.64,301.96,166.71
647,20161208,26,82,87,23.39,0.61,8818,119.94,377.0,40.19
648,20220401,19,100,198,16.44,7.56,6312,59.44,383.94,498.14
649,20200210,98,10,559,16.29,7.71,5538,57.82,339.96,508.02
650,20170320,67,18,390,23.38,0.62,7037,120.61,300.98,40.85
651,20190109,16,11,217,20.78,3.22,8000,83.81,384.99,212.17
652,20210201,86,89,991,17.18,6.82,5016,80.44,291.97,449.38
653,20190331,69,17,9,18.25,5.75,4434,64.72,242.96,378.88
654,20221116,70,84,801,22.38,1.62,5550,127.24,247.99,106.74
655,20180503,13,37,219,23.55,0.45,7112,116.46,302.0,29.65
656,20250629,61,32,761,19.75,4.25,6083,104.96,308.0,280.04
657,20170816,21,57,486,18.97,5.03,5501,62.86,289.98,331.43
658,20201216,92,23,411,19.34,4.66,7368,111.95,380.97,307.05
659,20250602,51,60,735,23.55,0.45,6570,87.93,278.98,29.65
660,20240520,46,7,776,18.0,6.0,4986,77.99,277.0,395.35
661,20151115,91,21,996,22.35,1.65,6436,111.67,287.96,108.72
662,20221024,86,4,850,22.48,1.52,6609,69.91,293.99,100.15
663,20170305,40,87,118,17.03,6.97,3031,74.11,177.98,459.26
664,20151216,86,7,42,17.92,6.08,6630,97.91,369.98,400.62
665,20180428,53,49,430,21.26,2.74,7674,112.03,360.96,180.54
666,20250629,11,64,291,17.82,6.18,6076,74.82,340.97,407.21
667,20150226,39,21,329,21.11,2.89,8296,93.69,392.99,190.43
668,20220208,24,2,604,20.38,3.62,3749,115.82,183.95,238.53
669,20151031,67,77,984,16.75,7.25,3266,59.8,194.99,477.71
670,20250323,4,31,757,18.45,5.55,5092,73.06,275.99,365.7
671,20191112,80,33,486,16.06,7.94,3452,78.02,214.94,523.18
672,20221106,37,41,468,23.12,0.88,8716,94.7,376.99,57.98
673,20211014,42,60,495,16.38,7.62,2489,74.95,151.95,502.09
674,20210409,64,50,267,21.97,2.03,5778,73.14,262.99,133.76
675,20191121,3,11,691,23.05,0.95,7514,127.25,325.99,62.6
676,20230712,9,31,501,23.59,0.41,7690,115.1,325.99,27.02
677,20210502,9,95,242,19.88,4.12,6759,105.03,339.99,271.47
678,20210911,13,64,70,20.63,3.37,6539,118.33,316.97,222.05
679,20250425,67,20,957,19.6,4.4,4449,99.05,226.99,289.92
680,20200812,89,92,349,21.13,2.87,7796,80.67,368.95,189.11
681,20230708,6,96,538,22.05,1.95,5556,108.54,251.97,128.49
682,20231219,46,43,604,24.0,0.0,8088,107.78,337.0,0.0
683,20210522,31,36,673,20.32,3.68,5323,64.99,261.96,242.48
684,20210414,20,93,460,23.18,0.82,7278,122.76,313.98,54.03
685,20250318,17,93,509,19.67,4.33,4406,114.84,224.0,285.31
686,20181220,28,95,201,16.74,7.26,5507,77.48,328.97,478.37
687,20190216,54,50,211,21.7,2.3,4448,112.31,204.98,151.55
688,20170531,9,40,987,19.13,4.87,3615,59.21,188.97,320.89
689,20221209,79,37,239,18.35,5.65,3798,63.42,206.98,372.29
690,20181210,98,45,285,18.56,5.44,6477,82.08,348.98,358.45
691,20200715,49,73,400,23.91,0.09,4925,86.1,205.98,5.93
692,20161002,77,59,356,18.56,5.44,4157,94.64,223.98,358.45
693,20190425,54,12,904,21.72,2.28,5039,125.33,232.0,150.23
694,20211105,70,34,671,21.7,2.3,7877,127.94,363.0,151.55
695,20180918,22,62,159,17.61,6.39,2641,55.73,149.97,421.05
696,20180520,35,69,196,18.66,5.34,7445,58.15,398.98,351.86
697,20160504,36,57,939,19.44,4.56,3246,61.54,166.98,300.46
698,20180920,5,80,790,21.95,2.05,8209,68.43,373.99,135.08
699,20180423,60,36,386,21.75,2.25,8352,120.34,384.0,148.26
700,20250623,21,71,736,22.5,1.5,8617,115.35,382.98,98.84
701,20171012,92,67,547,20.48,3.52,7720,63.1,376.95,231.94
702,20230920,55,10,144,17.66,6.34,4662,81.79,263.99,417.75
703,20250201,18,91,549,16.19,7.81,6297,69.2,388.94,514.61
704,20250214,98,24,324,18.3,5.7,3202,75.09,174.97,375.58
705,20250816,16,29,625,18.56,5.44,6310,70.39,339.98,358.45
706,20171005,36,35,410,21.58,2.42,5740,85.24,265.99,159.46
707,20240710,20,16,793,17.0,7.0,4369,76.59,257.0,461.24
708,20190510,90,15,290,19.16,4.84,5383,86.91,280.95,318.91
709,20190418,56,94,698,23.81,0.19,7690,125.23,322.97,12.52
710,20250605,26,85,188,17.97,6.03,7008,104.54,389.98,397.32
711,20210629,24,54,477,23.83,0.17,6481,108.07,271.97,11.2
712,20190222,51,7,747,23.3,0.7,6640,81.96,284.98,46.12
713,20150507,27,23,348,17.92,6.08,6021,99.08,335.99,400.62
714,20190511,70,55,416,19.06,4.94,6137,63.79,321.98,325.5
715,20160308,62,96,899,20.74,3.26,5620,83.17,270.97,214.81
716,20181011,11,97,434,23.13,0.87,3654,133.8,157.98,57.33
717,20181020,97,35,398,18.27,5.73,4512,60.22,246.96,377.56
718,20151229,88,71,46,22.71,1.29,3565,87.81,156.98,85.0
719,20190203,7,31,165,21.82,2.18,7222,88.23,330.98,143.64
720,20220315,94,12,691,19.14,4.86,6431,103.16,336.0,320.23
721,20200919,13,39,13,18.87,5.13,3755,112.17,198.99,338.02
722,20170521,45,87,301,18.74,5.26,3485,89.82,185.97,346.59
723,20190207,48,14,573,16.97,7.03,5277,77.37,310.96,463.22
724,20240605,81,51,894,20.14,3.86,3947,71.14,195.98,254.34
725,20180315,72,20,986,20.09,3.91,4942,78.85,245.99,257.64
726,20151012,70,66,809,18.43,5.57,3096,79.28,167.99,367.01
727,20160215,41,10,189,17.18,6.82,3247,60.01,189.0,449.38
728,20180425,100,87,193,22.91,1.09,7354,136.83,321.0,71.82
729,20180617,38,9,542,23.94,0.06,9240,108.13,385.96,3.95
730,20180926,30,34,479,22.85,1.15,8705,130.88,380.96,75.78
731,20230614,81,70,447,16.8,7.2,6283,86.51,373.99,474.42
732,20200721,17,60,786,18.71,5.29,3349,67.37,179.0,348.57
733,20220625,27,92,125,16.03,7.97,4392,91.28,273.99,525.15
734,20181213,44,8,845,18.48,5.52,4730,90.28,255.95,363.72
735,20201006,79,70,593,23.15,0.85,4421,91.25,190.97,56.01
736,20181112,99,84,565,20.02,3.98,4504,97.92,224.98,262.25
737,20160122,50,53,171,23.99,0.01,7388,133.23,307.96,0.66
738,20160628,18,64,614,18.74,5.26,7214,76.94,384.95,346.59
739,20250408,93,59,361,23.19,0.81,3733,99.95,160.97,53.37
740,20250614,8,30,485,23.26,0.74,5582,82.78,239.98,48.76
741,20240106,49,18,878,19.49,4.51,7367,105.45,377.99,297.17
742,20150902,28,6,392,23.02,0.98,4765,90.69,206.99,64.57
743,20220317,77,4,455,16.94,7.06,5522,99.24,325.97,465.19
744,20180703,61,31,766,21.02,2.98,6263,101.47,297.95,196.36
745,20220426,54,84,2,21.44,2.56,7118,112.94,332.0,168.68
746,20231001,49,53,785,16.61,7.39,6560,85.59,394.94,486.94
747,20150107,16,83,940,22.27,1.73,6391,116.12,286.98,113.99
748,20151210,63,89,304,19.64,4.36,5833,79.2,297.0,287.29
749,20220819,84,70,704,19.01,4.99,5931,71.34,311.99,328.8
750,20250522,43,68,640,22.92,1.08,5936,130.38,258.99,71.16
751,20210623,45,55,228,19.39,4.61,5700,81.2,293.97,303.76
752,20190420,7,60,768,23.51,0.49,7264,86.48,308.97,32.29
753,20191015,92,96,769,18.62,5.38,4133,88.28,221.97,354.5
754,20160917,69,31,468,21.45,2.55,6520,120.47,303.96,168.02
755,20201212,17,38,216,22.03,1.97,4670,109.89,211.98,129.81
756,20240405,22,47,687,16.83,7.17,6445,88.09,382.95,472.44
757,20180412,27,69,726,18.19,5.81,7130,104.53,391.97,382.83
758,20181211,92,84,590,17.36,6.64,6423,55.87,369.99,437.52
759,20170326,91,90,478,18.54,5.46,7267,83.68,391.96,359.77
760,20170708,18,73,468,22.5,1.5,4117,94.52,182.98,98.84
761,20180512,33,18,206,16.59,7.41,4744,84.82,285.96,488.25
762,20200903,97,52,870,22.95,1.05,5485,134.6,239.0,69.19
763,20190615,5,51,370,19.94,4.06,6121,79.55,306.97,267.52
764,20200709,50,73,525,20.05,3.95,6035,99.88,301.0,260.27
765,20151203,74,64,273,21.92,2.08,8504,122.97,387.96,137.05
766,20160711,32,36,661,16.04,7.96,3127,74.62,194.95,524.5
767,20180108,85,8,61,23.75,0.25,6768,91.95,284.97,16.47
768,20170225,33,15,1,20.68,3.32,4963,83.49,239.99,218.76
769,20210906,70,64,349,16.67,7.33,2600,96.81,155.97,482.98
770,20220528,93,41,651,18.14,5.86,3210,75.48,176.96,386.12
771,20161024,26,91,227,22.99,1.01,8161,78.77,354.98,66.55
772,20180703,85,2,816,22.38,1.62,3536,78.0,158.0,106.74
